"","141 VC","144 VC","149 VC","155 VC","176 VC","177 VC","180 VC","94 VC","119 VC","121 VC","142 VC","143 VC","153 VC","178 VC"
"Tmem70",4.72431424708137,5.55477713657652,6.8705440504379,12.9370085827755,7.82995324919379,13.8461407497901,12.1030768902846,6.0490073395861,8.88916440199167,11.9299474383503,8.35721656072204,17.4568431370851,13.0572983621855,0
"Jph1",659.041837467852,1337.77549372551,715.681671920614,677.428813061698,786.475304141243,772.188618738295,978.836343501765,744.02790276909,703.132904197542,847.026268122872,774.833363986943,678.489303261373,782.34979353428,844.709556148699
"Gdap1",3.54323568531103,7.40636951543536,10.3058160756568,5.88045844671613,10.4399376655917,3.19526324995156,15.1288461128557,8.31738509193088,14.2226630431867,6.36263863378683,10.7449927209283,3.49136862741701,0,3.54919981575083
"Pi15",355.504647092873,511.03949656504,334.366477121311,517.480343311019,558.536665109157,522.958085242073,615.744036793227,582.97308235261,565.350855966671,622.743256281886,380.850297552904,498.10192417816,415.657331196238,647.728966374527
"Crispld1",8.2675499323924,1.85159237885884,5.72545337536491,7.05655013605935,0.869994805465977,1.06508774998385,1.51288461128557,6.0490073395861,0.888916440199167,5.56730880456348,1.19388808010315,4.65515816988935,3.26432459054637,1.77459990787542
"Mcm3",0,1.85159237885884,3.43527202521895,5.88045844671613,6.08996363826184,4.26035099993542,3.02576922257114,2.26837775234479,2.6667493205975,7.95329829223354,3.58166424030944,5.81894771236169,7.61675737794153,3.54919981575083
"Paqr8",132.280798918278,153.682167445284,100.767979406422,197.583403809662,140.939158485488,129.94070549803,121.030768902846,140.639420645377,178.672204480033,139.182720114087,158.787114653719,151.292640521404,153.423255755679,94.0537951173971
"Efhc1",14.1729427412441,12.0353504625825,4.58036270029193,12.9370085827755,5.21996883279586,6.39052649990313,1.51288461128557,3.02450366979305,7.11133152159334,9.54395795068025,8.35721656072204,4.65515816988935,9.7929737716391,15.9713991708788
"Tram2",5.90539280885172,8.33216570486478,10.3058160756568,5.88045844671613,4.34997402732989,11.7159652498224,9.07730766771343,6.0490073395861,6.22241508139417,4.77197897534012,7.16332848061889,1.16378954247234,5.44054098424395,7.09839963150167
"Khdc1a",7.08647137062206,0,3.43527202521895,5.88045844671613,10.4399376655917,2.13017549996771,4.53865383385671,0,0,3.18131931689342,3.58166424030944,6.98273725483402,5.44054098424395,5.32379972362625
"Khdc1b",1.18107856177034,0,1.14509067507298,8.23264182540258,6.95995844372782,0,1.51288461128557,2.26837775234479,1.77783288039833,1.59065965844671,2.3877761602063,2.32757908494467,2.17621639369758,5.32379972362625
"Kcnq5",253.931890780624,213.858919758196,193.520324087334,339.890498220192,272.308374110851,313.135798495253,186.084807188125,308.499374318891,271.119514260746,264.844833131377,179.083212015472,260.688857513804,233.94326232249,223.599588392303
"Rims1",12.9918641794738,17.590127599159,9.16072540058386,12.9370085827755,12.1799272765237,25.5621059996125,22.6932691692836,18.1470220187583,17.7783288039833,23.0645650474773,21.4899854418567,12.8016849671957,19.5859475432782,19.5205989866296
"Ogfrl1",2.36215712354069,7.40636951543536,6.8705440504379,4.7043667573729,2.60998441639793,5.32543874991927,3.02576922257114,3.02450366979305,3.55566576079667,6.36263863378683,4.77555232041259,2.32757908494467,3.26432459054637,17.7459990787542
"B3gat2",506.682702999477,562.884083173088,551.933705385178,485.725867698752,460.227252091502,580.472823741201,535.561152395092,575.411823178127,630.24175610121,572.637477040815,594.556263891368,463.18823790399,491.824904975653,459.621376139733
"Smap1",5.90539280885172,13.8869428414413,5.72545337536491,12.9370085827755,8.69994805465977,19.1715794997094,9.07730766771343,12.8541405966205,15.1115794833858,10.3392877799036,5.96944040051574,1.16378954247234,8.70486557479031,10.6475994472525
"Sdhaf4",557.469081155602,561.958286983658,684.764223693644,486.901959388095,588.116488495001,530.41369949196,506.816344780666,473.334824322612,527.127449038106,481.969876509353,540.831300286726,434.093499342182,526.644367274814,667.249565361157
"Fam135a",4.72431424708137,12.9611466520119,3.43527202521895,11.7609168934323,14.7899116929216,6.39052649990313,3.02576922257114,9.8296369268274,5.33349864119501,10.3392877799036,10.7449927209283,9.3103163397787,7.61675737794153,17.7459990787542
"Col19a1",111.021384806412,65.7315294494888,62.9799871290141,74.0937764286232,88.7394701575297,59.6449139990959,36.3092306708537,82.4177250018605,88.0027275797176,71.5796846301019,75.2149490464983,95.4307424827317,100.105954110089,97.602994933148
"Lmbrd1",29.5269640442586,37.9576437666062,36.6429016023355,23.5218337868645,55.6796675498225,26.6271937495964,31.770576836997,22.6837775234479,48.001487770755,17.4972562429138,38.2044185633007,26.7671594768638,20.674055740127,26.6189986181313
"Gm20172",0,8.33216570486478,2.29018135014597,4.7043667573729,2.60998441639793,6.39052649990313,16.6417307241413,3.02450366979305,8.88916440199167,7.95329829223354,0,2.32757908494467,10.8810819684879,3.54919981575083
"Phf3",38.9755925384213,33.3286628194591,12.5959974258028,28.2262005442374,32.1898078022412,25.5621059996125,22.6932691692836,30.2450366979305,26.667493205975,23.8598948767006,11.9388808010315,29.0947385618084,27.2027049212197,23.0697988023804
"Ptp4a1",128.737563232967,179.604460749308,144.281425059196,198.759495499005,177.478940315059,187.455443997158,149.775576517272,180.714094270135,144.004463312265,179.744541404478,133.715464971553,197.844222220297,232.855154125641,133.094993090656
"Khdrbs2",1492.88330207771,1779.38027608335,1355.78735928641,1899.38807828931,1951.39834866019,1933.1342662207,2164.93787874965,2071.78501380824,2066.73072346306,1985.14325374149,1544.89117565347,1786.41694769504,1719.21095102109,2078.05649212211
"Gm5415",175.980705703781,187.936626454172,187.794870711969,268.148905170255,342.777953353595,325.91685149506,599.102306069086,262.375693354547,426.6798912956,274.388791082057,192.215980896607,228.102750324578,196.947583629631,578.519569967386
"Prim2",114.564620491723,61.1025485023417,85.8818006304737,108.200435419577,129.629226014431,107.573862748369,90.7730766771343,117.955643121929,66.6687330149376,89.872270702239,91.9293821679424,111.723796077344,105.546495094333,88.7299953937709
"Rab23",25.9837283589476,12.9611466520119,17.1763601260947,30.5783839229239,21.7498701366494,9.58578974985469,21.180384557998,25.7082811932409,17.7783288039833,19.0879159013605,15.5205450413409,20.9482117645021,28.2908131180685,24.8443987102558
